BranchID,BankID,BranchName,BranchCode,Address,SortCode,Phone#1,Phone#2,FaxNumber,EMail,Comment
462,12,רמז,243,שטמפפר 16 נתניה 42402,,09-8301222,,09-8621498,,
463,12,סוקולוב,248,סוקולוב 33 רמת השרון 47236,,03-7600200,,03-5491335,,
464,12,אתגרים,407,"התדהר 16, אזור התעשיה רעננה 43100",,09-7760426,,09-7439528,,
465,12,שוהם,410,"שד' עמק איילון 30, מרכז מסחרי,ת"ד 1858 שוהם 73142",,03-9723800,,03-9773145,,
466,12,פארק המדע,412,המדע 12 רחובות 76703,,08-9474920,,08-9474919,,
467,12,הר חוצבים,436,"המרפא 1, פארק סנטר, ת"ד 45111 ירושלים 97774",,02-5415787,,02-5870567,,
468,12,אשדוד ים,438,"שבט לוי 14, רובע י"ב אשדוד 77676",,08-8621111,,08-8668678,,
469,12,מרכז עסקים תל אביב,450,המסגר 40 תל אביב 61620,,03-7146662,,03-7146050,,
470,12,מרכז עסקים תל אביב ב',451,המסגר 40 תל אביב 61620,,03-7146661,,03-7146680,,
471,12,מרכז עסקים דרום,452,ז'בוטינסקי 51 ראשון לציון 75277,,03-9480505,,03-9480545,,
472,12,מרכז עסקים המרכז,453,"ז'בוטינסקי 33, בנין התאומים 1 רמת גן 52520",,03-5769090,,03-5769021,,
473,12,מרכז עסקים הנגב,454,"אלומות 12, בית משובית, פארק תעשיה עומר ",,08-6208400,,08-6901616,,
474,12,מרכז עסקים השרון,455,"המלאכה 45, א"ת חדש, ת"ד 8529 נתניה 42505",,09-8640333,,09-8853925,,
475,12,מרכז עסקים חיפה,456,שד' המגינים 53 חיפה 33265,,04-8561333,,04-8523833,,
476,12,מרכז עסקים ירושלים,457,"בית מצפה, הסורג 1 ירושלים 94145",,02-5676911,,02-6223206,,
477,12,מרכז עסקים צפון,458,"קניון לב העיר, דרך החטיבות, ת"ד 14962 נצרת עילית ",,04-6477111,,04-6453867,,
478,12,היצירה,459,"המלאכה 45, א"ת קרית ספיר, ת"ד 8517 נתניה 42505",,09-8640218,,09-8356808,,
479,12,הרימון,500,"הרצל 21, ת"ד 151 תל אביב 66884",,03-5141616,,03-5141600,,
480,12,קרן קיימת,502,"דיזנגוף 171, ת"ד 16198 תל אביב 61164",,03-5201212,,03-5237040,,
481,12,העליה,503,לוינסקי 69 תל אביב 66855,,03-6362505,,03-6877461,,
482,12,נאות אפקה,504,"בני אפרים 246, ת"ד 53233 תל אביב 69107",,03-7659340,,03-6495823,,
483,12,המעפילים,505,"לה גרדיה 23, ת"ד 9295 תל אביב 67612",,03-6897222,,03-6884542,,
484,12,טירה המשולש,506,"רחוב טארק עבד אל חי, ת"ד 773 טירה 44915",,09-7757228,,09-7930244,,
485,12,הגליל,507,"ריב"ל 7 תל אביב 67778",,03-6360560,,03-5377982,,
486,12,הקריה,508,"דרך פתח תקוה 98, ת"ד 57041 תל אביב 67012",,03-5650301,,03-5619235,,
487,12,קופות גמל,509,הנגב 11 תל אביב 66186,,03-7142777,,03-7144042,,
488,12,המאספים,510,"אבן גבירול 2, ת"ד 20053 תל אביב 61200",,03-6928160,,03-6964805,,
489,12,הקסטל,511,"אבן גבירול 161,ת"ד 22209 תל אביב 62033",,03-5422339,,03-5464768,,
490,12,התעשיה אשדוד,513,"העבודה 59, ת"ד 12440 אשדוד 77600",,08-8516919,,08-8534777,,
491,12,שלוחת המלאכה,514,"המלאכה 18, ת"ד 10017, אזור חולון 58007",,03-6507400,,03-5583791,,
492,12,בנקאות פלטינום,515,"שד' רוטשילד 50, ת"ד 27 תל אביב 61000",,03-5674395,,03-5676899,,
493,12,רמת הנשיא,516,"אנה פרנק 31, ת"ד 2023 בת ים 59615",,03-5554420,,03-5511184,,
494,12,הדרום,517,הרצל 108 תל אביב 66554,,03-5151830,,03-6825607,,
495,12,הבשור,518,"שד' ירושלים 159,ת"ד 27151 תל אביב 68202",,03-5132219,,03-6817116,,
496,12,גבעת שאול,520,"כנפי נשרים 5, ת"ד 34230 ירושלים 95464",,02-6548787,,02-6521888,,
497,12,העצמאות,521,"עוזיאל 5, ת"ד 266 בת ים 59461",,03-5008145,,03-6581007,,
498,12,שנקר,522,"שנקר 39, ת"ד 361 חולון 58280",,03-5020455,,03-5036762,,
499,12,רמת אפעל,524,"מרכז מסחרי, ת"ד 9016 רמת אפעל 52960",,03-5312424,,03-5350180,,
500,12,שלבים,525,"היסוד 1, ת"ד 8056 תל אביב 68167",,03-5154333,,03-6812938,,
501,12,בלפור,527,"אלנבי 65, ת"ד 161 תל אביב 65134",,03-5264152,,03-5282618,,
502,12,ז'בוטינסקי,528,"ז'בוטינסקי 82, ת"ד 8052 רמת גן 52442",,03-6754646,,03-6738409,,
503,12,ישורון,529,"בן יהודה 99, ת"ד 3499 תל אביב 63401",,03-5210351,,03-5228138,,
504,12,האגף לניירות ערך ונכסים פיננסיים,531,יהודה הלוי 62 תל אביב ,,03-5674866,,03-5674864,,
505,12,שאול המלך,532,"דניאל פריש 3, ת"ד 40040 תל אביב 64731",,03-6935769,,03-6935775,,
506,12,מאה שערים,533,"מלכי ישראל 1, ת"ד 5293 ירושלים 91052",,02-5311510,,02-5385373,,
507,12,המסגר,534,"המסגר 12, ת"ד 9062 תל אביב 67776",,03-6361515,,03-5376911,,
508,12,הירקון- המרכז הארצי לתושבי חוץ,535,"הירקון 104, ת"ד 3525 תל אביב 63432",,03-5200606,,03-5244873,,
509,12,מזכרת בתיה,536,"שד' אליהו 5, ת"ד 386 מזכרת בתיה 76804",,08-9345816,,08-9349342,,
510,12,יהלום,537,"אבא הלל 7, ת"ד 3883 רמת גן 52522",,03-7531625,,03-7521628,,
511,12,רמות,538,"שד' גולדה מאיר 801, ת"ד 23355 ירושלים 91233",,02-5724230,,02-5869387,,
512,12,קרית בן-גוריון,539,"רבינוביץ 11, ת"ד 3303 חולון 58671",,03-5555619,,03-5527821,,
513,12,ככר הסיטי,540,הציונות 13 אשדוד 77456,,08-8688926,,08-8541531,,
514,12,הרצוג,541,"הרצוג 61, ת"ד 7588 ירושלים 91073",,02-6494549,,02-6787895,,
515,12,ראש פינה,542,מרכז מסחרי סנטר הגליל ראש פינה 12000,,04-6868227,,04-6931150,,
516,12,כורזין,543,"כורזין 5, אזור תעשיה, ת"ד 805 גבעתיים 55108",,03-5721719,,03-5731761,,
517,12,הדרים,544,"הרצל 111, ת"ד 44 רחובות 76540",,08-9371235,,08-9452330,,
518,12,הדר,545,"המחשב 6-8, סופר סנטר, א' תעשיה נתניה 42504",,09-8853929,,09-8853623,,
519,12,מרום-נווה,546,"תרצה 13, ת"ד 6905 רמת גן 52364",,03-6713120,,03-5744004,,
520,12,אוניברסיטת בן גוריון,547,"אוניברסיטת בן גוריון, ת"ד 930 באר שבע 84105",,08-6202249,,08-6271034,,
521,12,אום אל פחם,548,רח' ראשי אל מדינה אום אל פחם 30010,,04-6119245,,04-6314949,,
522,12,כפר תבור,549,"מרכז מסחרי, ת"ד 13 כפר תבור 15241",,04-6627228,,04-6766955,,
523,12,הגולן,550,"מרכז כפרי, רמת הגולן בני יהודה 12944",,04-6605226,,04-6763388,,
524,12,קלנסווה,551,"המשולש, ת"ד 2378 קלנסווה 42837",,09-8980228,,09-8780026,,
525,12,בלינסון,552,"דנמרק 1, ת"ד 3612 פתח תקוה 49517",,03-9255366,,03-9245605,,
526,12,ככר נמיר,554,"הירקון 169, ת"ד 3278 תל אביב 63453",,03-5206333,,03-5272283,,
527,12,השקד,555,"רוטשילד 78, ת"ד 684 ראשון לציון 75223",,03-9688442,,03-9688446,,
528,12,נתיבות,556,"ירושלים 15, קניון לביא, ת"ד 303 נתיבות 80200",,08-9939927,,08-9944257,,
529,12,קרית קריניצי,557,יוסף ספיר 9 רמת גן 52622,,03-5301818,,03-5343266,,
530,12,אילון,558,"דרך מנחם בגין 132, מרכז עזריאלי 1 תל אביב 67021",,03-6073223,,03-6919291,,
531,12,יוספטל,559,"לוי אשכול, שכ' יוספטל כפר סבא 44450",,09-7645353,,09-6752177,,
532,12,מבצע עובדה,564,"מבצע יואב 49, ת"ד 3551 באר שבע 84460",,08-6407228,,08-6436090,,
533,12,בית אסיה,567,"ויצמן 4, ת"ד 33245 תל אביב 64239",,03-6927170,,03-6961080,,
534,12,רמת אביב ג',568,"אחימאיר 33,ר.אביב ג',ת"ד 65180 תל אביב 69492",,03-6462849,,03-6423177,,
535,12,מרכז כלל,569,"יפו 97, ת"ד 28038 ירושלים 91280",,02-6225130,,02-6249988,,
536,12,עומר,570,"מרכז מסחרי עומר, ת"ד 922 עומר 84965",,08-6291729,,08-6460912,,
537,12,הככר,571,"ככר דיזנגוף 5, ת"ד 11844 תל אביב 61116",,03-5269243,,03-5253585,,
538,12,כצנלסון,572,"ז'בוטינסקי 65, ת"ד 564 ראשון לציון 75218",,03-9682098,,03-9682058,,
539,12,נוה מונוסון,573,"שוהם 1, ת"ד 2713 נוה מונוסון 60190",,03-5385810,,03-5339159,,
540,12,"הפלמ"ח",574,"הפלמ"ח 38, ת"ד 4444 ירושלים 91043",,02-5679151,,02-5664064,,
541,12,שמואל הנציב,575,"שמואל הנציב 28, ת"ד 2294 נתניה 42281",,09-8607580,,09-8342018,,
542,12,חרוד,576,"חרוד 7, ת"ד 9810 נצרת עילית 17581",,04-6557785,,04-6553640,,
543,12,הדקל,577,"גרינבוים 41, ת"ד 4921 תל אביב 68109",,03-5157349,,03-6835160,,
544,12,קרע,578,"ת"ד 3 כפר קרע 30075",,04-6150226,,04-6352352,,
545,12,חברות בנות,579,הנגב 11 תל אביב 66186,,03-7144619,,03-7145866,,
546,12,פקדונות מיוחדים,580,הנגב 11 תל אביב 66186,,03-7144619,,03-7145866,,
547,12,מג'אר,581,כפר מג'אר מג'אר 14930,,04-6788228,,04-6784640,,
548,12,מודיעין,582,"צאלון 21, ת"ד 76 מודיעין 71700",,08-9735353,,08-9727848,,
549,12,הגלים,584,"שד' אבא אבן 5, ת"ד 2197, הרצליה פיתוח הרצליה 46820",,09-9715255,,09-9588786,,
550,12,גילה,585,"הגננת פינת רום, ת"ד 11050 ירושלים 93743",,02-6467219,,02-6763987,,
551,12,ארמון הנציב,588,"עולי הגרדום, ת"ד 29305 ירושלים 93801",,02-5651588,,02-6710573,,
552,12,חופים,590,"שד' בן גוריון 84, היפרנטו קרית מוצקין 26424",,04-8752405,,04-8752610,,
553,12,אורן,591,"בית ברק, מתחם שער הכרמל, ת"ד 15050 חיפה 30200",,04-8141216,,04-8500824,,
554,12,טוביהו,594,"שד' ירושלים 42, ת"ד 3563 באר שבע 84771",,08-6476628,,08-6436316,,
555,12,הלוואות עובדים,595,הנגב 11 תל אביב 66186,,03-7144770,,03-7144775,,
556,12,גנים,597,"המפעל 2, סופר סנטר, א"ת ישן אור יהודה 60200",,03-6342365,,03-6344648,,
557,12,התעשיה נתניה,598,"פנקס דוד 12, ת"ד 13173 נתניה 42377",,09-8302228,,09-8826694,,
558,12,הגן הטכנולוגי,599,"הגן הטכנולוגי, מלחה, בנין 2-3 ירושלים 96951",,02-6493454,,02-6794331,,
559,12,המרכזי,600,"שד' רוטשילד 50, ת"ד 27 תל אביב 61000",,03-5673333,,03-5676504,,
560,12,אלנבי,601,"אלנבי 126, ת"ד 997 תל אביב 65818",,03-5671818,,03-5671845,,
561,12,הצפון,602,דיזנגוף 205 תל אביב 63115,,03-5206233,,03-5239929,,
562,12,יד אליהו,603,"לה גרדיה 58, ת"ד 9055 תל אביב 67312",,03-6300433,,03-7303773,,
563,12,קרית שלום,604,"שד' ישראל גורי 34, ת"ד 12031 תל אביב 66830",,03-5122630,,03-6814625,,
564,12,יהודה המכבי,605,"יהודה המכבי 15, ת"ד 22047 תל אביב 61090",,03-5424615,,03-5460716,,
565,12,רמת אביב,606,"ברודצקי 17, ת"ד 17050 תל אביב 61171",,03-6402245,,03-6423564,,
566,12,שכונת התקוה,607,"דרך ההגנה 63, ת"ד 19032 תל אביב 67721",,03-6360225,,03-5374016,,
567,12,ארלוזורוב,608,ארלוזורוב 105 תל אביב 62098,,03-6941444,,03-6962669,,
568,12,ככר יצחק רבין,609,"אבן גבירול 71, ת"ד 16275 תל אביב 64162",,03-7252256,,03-7252217,,
569,12,הדר יוסף,610,"פנחס רוזן 28, ת"ד 24005 תל אביב 69512",,03-6452155,,03-6498318,,
570,12,יפו,611,שד' ירושלים 16 תל אביב 61080,,03-5155558,,03-5155553,,
571,12,נתניה,612,"הרצל 32, ת"ד 16 נתניה 42392",,09-8604898,,09-8628138,,
572,12,רמת גן,613,"ביאליק 32, ת"ד 20 רמת גן 52451",,03-6752662,,03-6700655,,
573,12,רמת יצחק,614,"שד' ירושלים 21, ת"ד 7025 רמת גן 52381",,03-6710617,,03-6779719,,
574,12,רחובות,615,"הרצל 179, ת"ד 1042 רחובות 76110",,08-9445903,,08-9445857,,
575,12,פתח תקוה,616,"חובבי ציון 1, ת"ד 634 פתח תקוה 49106",,03-9391298,,03-9391303,,
576,12,יהוד,617,"ויצמן 9, ת"ד 683 יהוד 56235",,03-5391133,,03-5368622,,
577,12,רמלה,618,"דני מס 7, ת"ד 77 רמלה 72100",,08-9259339,,08-9216217,,
578,12,חדרה,620,"הרברט סמואל 85, ת"ד 18 חדרה 38200",,04-6329583,,04-6324638,,
579,12,בנימינה,621,"המייסדים 8, ת"ד 10 בנימינה 30500",,04-6182227,,04-6389727,,
580,12,פרדס חנה,622,"שד' הדקלים, ככר הנשיא,ת"ד 1101 פרדס חנה - כרכור 37021",,04-6279067,,04-6372007,,
581,12,גבעת עדה,624,הראשונים גבעת עדה 37808,,04-6182316,,04-6389406,,
582,12,זכרון יעקב,625,"המייסדים 49, ת"ד 24 זכרון יעקב 30900",,04-6393580,,04-6398511,,
583,12,הוד השרון,626,"דרך השרון 71, ת"ד 6 הוד השרון 45200",,09-7475949,,09-7407244,,
584,12,כפר סבא,627,"ויצמן 102, ת"ד 12 כפר סבא 44100",,09-7648580,,09-7648557,,
585,12,הרצליה,628,"שד' חן 4, ת"ד 18 הרצליה 46487",,09-9598590,,09-9560806,,
586,12,הרצליה פיתוח,629,"המעפילים 39, הרצליה פיתוח הרצליה 46100",,09-9716227,,09-9577550,,
587,12,רמת השרון,630,"סוקולוב 90, ת"ד 311 רמת השרון 47237",,03-5481333,,03-5407014,,
588,12,באר שבע,631,"העצמאות 40, ת"ד 5020 באר שבע 84150",,08-6292389,,08-6292367,,
589,12,דימונה,632,"שד' יגאל אלון 5, ת"ד 100 דימונה 86100",,08-6503343,,08-6555424,,
590,12,אופקים,633,"שד' הרצל 1, ת"ד 2 אופקים 80300",,08-9929294,,08-9960464,,
591,12,ראשון לציון,634,"רוטשילד 13, ת"ד 15 ראשון לציון 75265",,03-9687459,,03-9687491,,
592,12,ראשונים,635,"שדרות יעקב 50, ת"ד 2010 ראשון לציון 75509",,03-9480115,,03-9459737,,
593,12,נס ציונה,636,"הבנים 1, ת"ד 23 נס ציונה 74000",,08-9383119,,08-9405586,,
594,12,באר יעקב,637,"איילה 34, ת"ד 940 באר יעקב 70300",,08-9184814,,08-9281214,,
595,12,חולון-ויצמן,638,"ויצמן 46, ת"ד 104 חולון 58326",,03-5025398,,03-5011883,,
596,12,חולון א,639,"סוקולוב 95, ת"ד 526 חולון 58292",,03-5020890,,03-5017669,,
597,12,גבעתיים,640,"ויצמן 20, ת"ד 13 גבעתיים 53100",,03-5721515,,03-5715705,,
598,12,נחלת יצחק,641,"נחלת יצחק 8, ת"ד 231 תל אביב 38101",,03-6925060,,03-6919005,,
599,12,בת ים,642,"שד' העצמאות 71, ת"ד 3001 בת ים 59130",,03-5001343,,03-6591977,,
600,12,אזור,643,"ההסתדרות 11, ת"ד 50 אזור 58003",,03-5570753,,03-5590298,,
601,12,אילת,644,"חטיבת הנגב 3, ת"ד 13 אילת 88000",,08-6361202,,08-6375198,,
602,12,קרית גת,645,"שד' לכיש 30, ת"ד 21 קרית גת 82000",,08-6875111,,08-6814988,,
603,12,גדרה,646,"הבילויים 6, ת"ד 36 גדרה 70700",,08-8631740,,08-8596064,,
604,12,גן יבנה,647,העצמאות 7 גן יבנה .,,08-8688717,,08-8574845,,
605,12,קרית מלאכי,648,"מרכז מסחרי, ככר עמידר, ת"ד 662 קרית מלאכי 83000",,08-8588685,,08-8583959,,
606,12,שדרות,649,"ככר הנשיא 8, ת"ד 8 שדרות 87020",,08-6801885,,08-6899682,,
607,12,אשקלון,650,"הרצל 28, ת"ד 2 אשקלון 78601",,08-6721989,,08-6725996,,
608,12,אפרידר,651,ככר צפניה 10 אשקלון 78462,,08-6742426,,08-6735480,,
609,12,אבן יהודה,652,"המייסדים 53, ת"ד 13 אבן יהודה 40500",,09-8994125,,09-8998614,,
610,12,קדימה,653,"הרצל 13, ת"ד 159 קדימה 60920",,09-8970227,,09-8991148,,
611,12,תל מונד,654,"הדקל 52, ת"ד 1 תל מונד 40600",,09-7960345,,09-7964362,,
612,12,בני ברק,655,"רבי עקיבא 108, ת"ד 130 בני ברק 51253",,03-5777322,,03-6195354,,
613,12,קרית אונו,656,"הנשיא 57, ת"ד 2 קרית אונו 55100",,03-5300240,,03-5344823,,
614,12,אור יהודה,657,"ההגנה 126, ת"ד 22 אור יהודה 60250",,03-5389155,,03-5335278,,
615,12,אשדוד,658,"שבי ציון 9, ת"ד 18 אשדוד 77100",,08-8514158,,08-8525834,,
616,12,גבעת אולגה,659,"הראשונים 2, ת"ד 1070 חדרה 38301",,04-6129227,,04-6343904,,
617,12,קרית עקרון,660,"הרצל 42, ת"ד 21 קרית עקרון 70500",,08-9371815,,08-9412602,,
618,12,רעננה,661,"אחוזה 112, ת"ד 1 רעננה 43000",,09-7476580,,09-7410907,,
619,12,השלום,662,"לוינסקי 108, ת"ד 59005 תל אביב 66020",,03-6369336,,03-5376433,,
620,12,רמת יוסף,663,"מבצע סיני 16, ת"ד 401 בת ים 59515",,03-5008686,,03-6593504,,
621,12,פרדס כץ,664,"ז'בוטינסקי 125, ת"ד 1836 בני ברק 51253",,03-5778210,,03-5703124,,
622,12,טייבה,665,"רחוב 2, ת"ד 15, בנין 29 טייבה 40400",,09-7754227,,09-7992907,,
623,12,באקה אל גרביה,666,"הנשיא ויצמן, ת"ד 185 באקה אל גרביה 30100",,04-6199227,,04-6383657,,
624,12,בית דגן,667,"כצנלסון 12, ת"ד 7 בית דגן 50200",,03-9725918,,03-9604774,,
625,12,הנשיאים,668,"דרך יצחק רגר 17, ת"ד 638 באר שבע 84895",,08-6292249,,08-6237520,,
626,12,נהורה,670,"מרכז כפרי,ד"נ לכיש, ת"ד 7 נהורה 79340",,08-6621566,,08-6848437,,
627,12,ירוחם,671,"המרכז המסחרי, ת"ד 15 ירוחם 80500",,08-6543352,,08-6580247,,
628,12,מצפה רמון,672,"שד' בן גוריון 1, ת"ד 15 מצפה רמון 80600",,08-6596120,,08-6588704,,
629,12,אור עקיבא,673,"הנשיא, מרכז מסחרי, ת"ד 11015 אור עקיבא 30600",,04-6268245,,04-6363171,,
630,12,הנמל,674,"בן יהודה 217, ת"ד 6074 תל אביב 61060",,03-5421216,,03-6052197,,
631,12,כפר יונה,675,"שרת 6, ת"ד 1586 כפר יונה 40300",,09-8973227,,09-8987166,,
632,12,הצומת,676,בן גוריון 38 רמת גן 52573,,03-7551220,,03-7511469,,
633,12,ראש העין,677,"מרכז מסחרי, רח' החשמונאים 7, ת"ד 9 ראש העין 48020",,03-9386012,,03-9388272,,
634,12,מגדיאל,678,"דרך מגדיאל 54, ת"ד 508 הוד השרון 45324",,09-7612227,,09-7444269,,
635,12,טשרניחובסקי,679,"טשרניחובסקי 45, ת"ד 347 כפר סבא 44281",,09-7474895,,09-7442318,,
636,12,כפר שמריהו,680,החורש 2 כפר שמריהו 46910,,09-9598246,,09-9562164,,
637,12,לב דיזנגוף,681,"דיזנגוף 50, ת"ד 23175 תל אביב 64332",,03-5269355,,03-6200948,,
638,12,ככר נח,683,"כצנלסון 115, ת"ד 1003 גבעתיים 53110",,03-6754130,,03-6733901,,
639,12,עמישב,684,"כ"ג 2, ת"ד 25084 גבעתיים 61250",,03-5722733,,03-5712117,,
640,12,לוד,685,"שד' הציונות 1, ת"ד 404 לוד 71104",,08-9259455,,08-9218255,,
641,12,שמשון,686,"מרכז נפתי, הגבורה 3, ת"ד 9005 אשקלון 78190",,08-6747469,,08-6739663,,
642,12,קרית אריה,688,"אבשלום גיסין 64, ק' אריה, ת"ד 1019 פתח תקוה 49222",,03-9204320,,03-9214718,,
643,12,בן יהודה,689,"בן יהודה 19, ת"ד 26226 תל אביב 63804",,03-5119457,,03-5108452,,
644,12,"ירושלים, ראשי",690,"המלך ג'ורג' 16, ת"ד 2844 ירושלים 91028",,02-6207767,,02-6207679,,
645,12,קרית היובל,691,"יעקב טהון 9, ת"ד 9040 ירושלים 91090",,02-6441454,,02-6415969,,
646,12,בית שמש,692,"המרכז המסחרי, ת"ד 66 בית שמש 99100",,02-9905222,,02-9915050,,
647,12,גונן,693,"סן מרטין 5, ת"ד 30110 ירושלים 91030",,02-6493333,,02-6781848,,
648,12,בית הכרם,694,"שד' הרצל 94, ת"ד 3450 ירושלים 91034",,02-6558025,,02-6528864,,
649,12,רמות אשכול,695,"פארן 13, ת"ד 18150 ירושלים 97802",,02-5320249,,02-5827212,,
650,12,מזרח ירושלים,696,"אל-זהרא 10-18, ת"ד 19952 ירושלים 97250",,02-6265222,,02-6283368,,
651,12,התחנה המרכזית,698,"יפו 236, ת"ד 36184 ירושלים 91361",,02-5005245,,02-5381498,,
652,12,פסגת זאב,699,שד' משה דיין 106 ירושלים 91440,,02-5841419,,02-5850268,,
653,12,חיפה ראשי,700,"הנביאים 18, ת"ד 4971 חיפה 33501",,04-8612050,,04-8671018,,
654,12,הר הכרמל,701,"שד' הנשיא 105, ת"ד 6048 חיפה 34641",,04-8353359,,04-8353334,,
655,12,נוה שאנן,702,"טרומפלדור 47, ת"ד 3194 חיפה 32581",,04-8298454,,04-8325117,,
656,12,טירת הכרמל,703,"הרצל 39, ת"ד 40 טירת הכרמל 31052",,04-8508228,,04-8576225,,
657,12,אחוזה,704,"חורב 15, ת"ד 7014 חיפה 34343",,04-8305081,,04-8257559,,
658,12,הרצל,705,"הרצל 73, ת"ד 5317 חיפה 33211",,04-8683050,,04-8626398,,
659,12,קרית חיים מערבית,706,"שד' דגניה 30, ת"ד 1008 חיפה 26101",,04-8475153,,04-8414022,,
660,12,קרית אליעזר,707,"ככר מאירהוף 44, ת"ד 8901 חיפה 31096",,04-8546050,,04-8525939,,
661,12,קרית שפרינצק,708,"דרך צרפת 57, קרית שפרינצק, ת"ד 9896 חיפה 35437",,04-8590358,,04-8334262,,
662,12,התשבי,709,"טשרניחובסקי 35, נאות סטלה חיפה 35709",,04-8591218,,04-8334008,,
663,12,נשר תל חנן,712,"דרך השלום 17, תל חנן נשר 36660",,04-8209250,,04-8212530,,
664,12,עכו,713,"בן עמי 6-8, ת"ד 100 עכו 24501",,04-9877050,,04-9918006,,
665,12,צפת,714,"ירושלים 72, ת"ד 141 צפת 13224",,04-6994835,,04-6994850,,
666,12,חצור,715,"ההסתדרות 1, ת"ד 7 חצור הגלילית 10300",,04-6915570,,04-6938168,,
667,12,נהריה,716,"שד' הגעתון 37, ת"ד 33 נהריה 22440",,04-9959266,,04-9925342,,
668,12,בית שאן,717,"ההסתדרות 11, ת"ד 15 בית שאן 11724",,04-6489070,,04-6585802,,
669,12,קרית שמונה,718,"כיכר צה"ל 200, ת"ד 5 קרית שמונה 10200",,04-6955980,,04-6941934,,
670,12,קרית טבעון-הנשיא,719,"יהודה הנשיא 1, ת"ד 155 קרית טבעון 36047",,04-9039228,,04-9830353,,
671,12,קרית חיים,720,"שד' אח"י אילת 24, ת"ד 5 חיפה 26103",,04-8476350,,04-8414934,,
672,12,קרית אתא,721,"זבולון 14, ת"ד 31 קרית אתא 28100",,04-8479050,,04-8455668,,
673,12,יקנעם,722,"המרכז המסחרי החדש, ת"ד 4 יקנעם 20692",,04-9598055,,04-9893938,,
674,12,טבריה,723,"הבנים 3, ת"ד 15 טבריה 14201",,04-6798488,,04-6798462,,
675,12,טבריה עלית,724,"הנשיא ויצמן, ת"ד 1001 טבריה 14200",,04-6678228,,04-6732775,,
676,12,נצרת,726,"רח' ראשי 701, ת"ד 4053 נצרת 16000",,04-6477388,,04-6575213,,
677,12,עפולה,727,"ארלוזרוב 29, ת"ד 34 עפולה 18280",,04-6524615,,04-6524660,,
678,12,מגדל העמק,728,"קניון לב העמק, דרך העמק 7, ת"ד 5 מגדל העמק 23100",,04-6448055,,04-6545395,,
679,12,קרית מוצקין,729,"שד' משה גושן 19, ת"ד 41 קרית מוצקין 26000",,04-8780645,,04-8708572,,
680,12,קרית ים,730,"שד' ויצמן 12, שכ' ג, ת"ד 2047 קרית ים 29052",,04-8748590,,04-8756668,,
681,12,שפרעם,731,רח' גיבור שפרעם 20200,,04-9059528,,04-9867192,,
682,12,מעלות תרשיחא,732,"מרכז מסחרי חדש, ת"ד 177 מעלות תרשיחא 24952",,04-9578050,,04-9976238,,
683,12,נצרת עלית,733,"חרמון 1, ת"ד 1983 נצרת עילית 17502",,04-6027228,,04-6576344,,
684,12,צפת דרום,734,"ממ"ס רסקו, ת"ד 1439 צפת 13100",,04-6972167,,04-6972177,,
685,12,קרית טבעון-מרכז מסחרי,735,"ככר בן גוריון 1, ת"ד 1018 קרית טבעון 36050",,04-9539455,,04-9830217,,
686,12,ככר פריז,736,"פלי"ם 1, ת"ד 544 חיפה 33095",,04-8681407,,04-8681401,,
687,12,נווה אלון,737,"אברהם בן שושן 53, ת"ד 1549 עכו 24720",,04-9017226,,04-9915846,,
688,12,עפולה עלית,738,"מרכז מסחרי קפלן, ת"ד 1001 עפולה 18508",,04-6098228,,04-6593938,,
689,12,גבעת המורה,740,"מרכז מסחרי, ת"ד 501 עפולה 18105",,04-6421646,,04-6528769,,
690,12,קיסריה,741,"מרכז מסחרי, ת"ד 1402 קיסריה 38900",,04-6102227,,04-6262776,,
691,12,דאלית אל כרמל,742,"המרכז המסחרי, ת"ד 20 דאלית אל כרמל 30056",,04-8109250,,04-8394291,,
692,12,שרת,743,"משה שרת 6, ת"ד 598 קרית ים 29000",,04-8749451,,04-8754266,,
693,12,מג'דל שמס,744,"בנין כוכב חרמון, רמת הגולן, ת"ד 6 מג'דל שמס 12438",,04-6875218,,04-6984666,,
694,12,אוניברסיטת חיפה,745,"שד' אבא חושי, ת"ד 9263 חיפה 31092",,04-8296625,,04-8348912,,
695,12,הקריון,746,דרך עכו 192 קרית ביאליק 27000,,04-8789954,,04-8767654,,
696,12,כרמיאל,747,"הגליל 10, ת"ד 176 כרמיאל 21611",,04-9900785,,04-9989815,,
697,12,תלפיות,748,דרך חברון 101 ירושלים 93480,,02-5683550,,02-6731072,,
698,12,הים,749,"ככר העצמאות 11, ת"ד 2021 נתניה 42271",,09-8602023,,09-8339808,,
699,12,התעשיה האוירית,752,"נתב"ג, ת"ד 101 לוד נתב"ג 70100",,03-9718019,,03-9712294,,
700,12,ככר המדינה,753,ה' באייר 52 תל אביב 62150,,03-5436625,,03-6059240,,
701,12,פנקס,754,"פנקס 32, ת"ד 21097 תל אביב 61020",,03-5421324,,03-5463378,,
702,12,יזרעאליה,755,חניתה 40 חיפה 32440,,04-8291244,,04-8228824,,
703,12,השקמה,756,"בלפור 110, ת"ד 5001 בת ים 59150",,03-5553140,,03-5515552,,
704,12,הגדוד העברי,757,"הגדוד העברי 2, ת"ד 926 רעננה 43560",,09-7701790,,09-7743519,,
705,12,ששת הימים,758,"קרן היסוד 1, ת"ד 2003 חולון 58120",,03-5576780,,03-5561890,,
